Title;Author;Avg Rating;Ratings
The Faceless Ones (Skulduggery Pleasant, #3);Derek Landy;4.40;24,111
The Sweet Gum Tree;Katherine Allred;4.27;28,645
The Glass Lake;Maeve Binchy;3.95;21,839
Any Human Heart;William  Boyd;4.28;17,833
Charmed Life (Chrestomanci, #1);Diana Wynne Jones;3.95;32,766
Fairest (The Lunar Chronicles, #3.5);Marissa Meyer;3.96;124,666
Archenemies (Renegades, #2);Marissa Meyer;4.30;50,707
The Atlantis Complex (Artemis Fowl #7);Eoin Colfer;3.98;54,983
The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6);Michael Scott;4.24;40,998
The Black Dahlia (L.A. Quartet, #1);James Ellroy;3.78;89,710
الرحيق المختوم;Safiur Rahman Mubarakpuri;4.59;19,138
Midnight Rising (Midnight Breed, #4);Lara Adrian;4.18;35,250
The Queen's Fool (The Plantagenet and Tudor Novels, #12);Philippa Gregory;3.87;93,660
Kushiel's Avatar (Phèdre's Trilogy, #3);Jacqueline Carey;4.37;34,143
The Dragonet Prophecy (Wings of Fire, #1);Tui T. Sutherland;4.25;44,725
The Mustachioed Woman of Shanghai;Isham Cook;4.34;769
Naked;David Sedaris;4.07;255,803
Dead Poets Society;N.H. Kleinbaum;4.20;56,945
Winger (Winger, #1);Andrew  Smith;4.04;22,399
The Realms of the Gods (Immortals, #4);Tamora Pierce;4.31;53,549
Black Lies;Alessandra Torre;4.28;28,986
The Rose & the Dagger (The Wrath and the Dawn, #2);Renée Ahdieh;4.04;83,268
The Case for Christ;Lee Strobel;4.15;111,637
River Marked (Mercy Thompson, #6);Patricia Briggs;4.26;83,323
Sh*t My Dad Says;Justin Halpern;3.95;156,169
Landline;Rainbow Rowell;3.55;158,373
The Underground Railroad;Colson Whitehead;4.04;341,757
Wolf-Speaker (Immortals, #2);Tamora Pierce;4.13;62,546
Assuming Names: A Con Artist's Masquerade;Tanya Thompson;3.77;37,561
The Borrowers (The Borrowers, #1);Mary Norton;4.02;93,268
The Camel Club (The Camel Club #1);David Baldacci;4.04;88,523
The Last Ever After (The School for Good and Evil, #3);Soman Chainani;4.30;25,585
The Age of Reason;Jean-Paul Sartre;3.98;13,044
Betrayal High (A Zachary Blake Legal Thriller Book 5);Mark M. Bello;4.34;789
The Charm School;Nelson DeMille;4.27;34,495
The Bridge To Caracas (The King Trilogy #1);Stephen Douglass;3.66;8,486
The Pilot's Wife;Anita Shreve;3.54;95,138
Counting by 7s;Holly Goldberg Sloan;4.16;67,441
The Man Who Planted Trees;Jean Giono;4.23;9,960
The Looking Glass Wars (The Looking Glass Wars, #1);Frank Beddor;3.93;42,704
Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1);Jessica Day George;3.94;32,959
The Information;Martin Amis;3.51;6,868
Truly Madly Guilty;Liane Moriarty;3.58;263,612
Luck in the Shadows (Nightrunner, #1);Lynn Flewelling;4.08;19,543
Tommaso (Immortal Matchmakers, Inc. #2);Mimi Jean Pamfiloff;4.15;1,144
The Ransom of Red Chief;O. Henry;4.16;5,985
Once and Always (Sequels, #1);Judith McNaught;4.19;25,006
The Sea Wolf;Jack London;4.05;26,489
Jack Who?: Perfect Storms (Silver Strings G, #1);Lisa Gillis;3.71;1,361
Forsaken (The Demon Trappers, #1);Jana Oliver;3.99;18,199
The Canterville Ghost;Oscar Wilde;3.88;48,802
The Temple of the Golden Pavilion;Yukio Mishima;3.99;14,327
My Year of Rest and Relaxation;Ottessa Moshfegh;3.70;127,961
Vampire Kisses (Vampire Kisses, #1);Ellen Schreiber;3.72;50,214
Map of Bones (Sigma Force, #2);James Rollins;4.07;60,139
Fear and Loathing on the Campaign Trail '72;Hunter S. Thompson;4.13;20,796
Baptism of Fire (The Witcher, #3);Andrzej Sapkowski;4.28;73,917
Dirty Red (Love Me with Lies, #2);Tarryn Fisher;4.20;32,554
Golden Fool (Tawny Man, #2);Robin Hobb;4.29;73,965
Three Day Road;Joseph Boyden;4.28;22,723
A Woman of Substance (Emma Harte Saga #1);Barbara Taylor Bradford;4.19;38,206
The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3);Stephen R. Donaldson;3.80;14,728
ترانيم في ظل تمارا;محمد عفيفي;3.98;4,174
Double Indemnity;James M. Cain;4.06;26,970
Astrophysics for People in a Hurry;Neil deGrasse Tyson;4.07;138,873
One of Us Is Next (One of Us Is Lying, #2);Karen M. McManus;4.01;98,139
The Vile Village (A Series of Unfortunate Events, #7);Lemony Snicket;3.96;127,421
Fractured (Will Trent, #2);Karin Slaughter;4.13;60,858
Baudolino;Umberto Eco;3.76;21,116
"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)";Michael Connelly;4.17;59,774
Wasted: A Memoir of Anorexia and Bulimia;Marya Hornbacher;3.99;32,587
The Haunted (The Hollow, #2);Jessica Verday;4.14;14,815
Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed;Lori Gottlieb;4.37;193,894
The Monkey Wrench Gang (Monkey Wrench Gang, #1);Edward Abbey;4.09;22,831
How to Kill a Rock Star;Tiffanie DeBartolo;4.06;14,927
All Things Wise and Wonderful;James Herriot;4.37;31,158
The Devotion of Suspect X (Detective Galileo #1);Keigo Higashino;4.13;44,448
Kurintor Nyusi: Diverse Epic Fantasy;Aaron-Michael Hall;4.38;434
Zeno's Conscience;Italo Svevo;3.80;19,179
This Is How It Always Is;Laurie Frankel;4.25;142,210
Deadhouse Gates (Malazan Book of the Fallen, #2);Steven Erikson;4.21;65,728
Soul of the Fire (Sword of Truth, #5);Terry Goodkind;3.85;67,777
The Chamber;John Grisham;3.81;134,659
The Palace of Illusions;Chitra Banerjee Divakaruni;4.19;40,168
Bone: The Complete Edition;Jeff Smith;4.44;34,089
Nobody's Boy;Hector Malot;4.33;13,085
Crossroads of Twilight (The Wheel of Time, #10);Robert Jordan;3.80;103,169
The Power of Your Subconscious Mind;Joseph Murphy;4.11;55,710
Being Mortal: Medicine and What Matters in the End;Atul Gawande;4.43;153,455
Heir of Novron (The Riyria Revelations, #5-6);Michael J. Sullivan;4.49;42,961
Let's Pretend This Never Happened: A Mostly True Memoir;Jenny  Lawson;3.86;186,393
The Ruby Circle (Bloodlines, #6);Richelle Mead;4.20;47,079
Loveless;Alice Oseman;4.32;18,433
Every Soul a Star;Wendy Mass;4.10;22,862
A Beautiful Wedding (Beautiful, #2.5);Jamie McGuire;4.01;59,670
D'Aulaires' Book of Greek Myths;Ingri d'Aulaire;4.41;17,372
Hounded (The Iron Druid Chronicles, #1);Kevin Hearne;4.07;86,245
Midnight (Warriors: The New Prophecy, #1);Erin Hunter;4.28;36,052
Covet (Fallen Angels, #1);J.R. Ward;3.90;50,186
The Gathering (Darkness Rising, #1);Kelley Armstrong;3.99;66,948
Way of the Peaceful Warrior: A Book That Changes Lives;Dan Millman;4.10;50,710
Bad Things (Tristan & Danika, #1);R.K. Lilley;4.29;31,437
The Long Way to a Small, Angry Planet (Wayfarers, #1);Becky Chambers;4.15;96,961
Number 13 (Lightmasters, #1);M.G. Wells;4.13;185
The Magician's Apprentice (Black Magician, #0.5);Trudi Canavan;3.96;23,105
Cancer Ward;Aleksandr Solzhenitsyn;4.23;14,487
Caged;Shanna Ehrlich;3.63;414
The Enlightenment of Alexander;B.Q. Hanson;3.81;298
Nicu II and Victoria's Incestuous Romance;Kenneth Jarrett Singleton;4.37;521
A Dangerous Path (Warriors, #5);Erin Hunter;4.44;40,128
Hades (Halo, #2);Alexandra Adornetto;3.96;31,824
The Rosie Effect (Don Tillman, #2);Graeme Simsion;3.62;120,821
Leap of Faith (The Rufino Factor Book One);Joshua Rem;4.25;252
The Girl Who Chased the Moon;Sarah Addison Allen;3.97;56,066
Supernatural Hero;Eran Gadot;4.40;200
The Monk;Matthew Gregory Lewis;3.81;23,956
Mud Vein;Tarryn Fisher;4.10;23,010
A Touch of Dead (Sookie Stackhouse, #4.1, #4.3, #5.1, #7.1, #8.1);Charlaine Harris;3.83;48,846
They Cage the Animals at Night;Jennings Michael Burch;4.33;8,824
Notes from a Small Island;Bill Bryson;3.90;105,595
Nimona;Noelle Stevenson;4.12;130,124
The Farthest Shore (Earthsea Cycle, #3);Ursula K. Le Guin;4.10;103,180
....Și la sfârșit a mai rămas coșmarul;Oliviu Crâznic;4.43;207
The Christmas Sweater;Glenn Beck;3.80;15,217
At Home in Mitford (Mitford Years, #1);Jan Karon;4.11;61,171
Bluestar's Prophecy (Warriors Super Edition, #2);Erin Hunter;4.55;14,309
How Not to Murder Your Grumpy;Carol Wyer;4.07;107
The Midnight Star (The Young Elites, #3);Marie Lu;4.12;36,549
The Member of the Wedding;Carson McCullers;3.82;15,886
VALIS;Philip K. Dick;3.93;27,992
Never Go With Your Gut: How Pioneering Leaders Make the Best Decisions and Avoid Business Disasters;Gleb Tsipursky;4.31;178
Silence;Shūsaku Endō;4.06;28,115
Memories, Dreams, Reflections;C.G. Jung;4.04;34,325
A Deepness in the Sky (Zones of Thought, #2);Vernor Vinge;4.30;32,197
The Lost Prince (The Iron Fey: Call of the Forgotten, #1);Julie Kagawa;4.03;26,402
We Are Okay;Nina LaCour;3.94;65,593
The Tender Bar: A Memoir;J.R. Moehringer;3.88;38,003
Find You in the Dark (Find You in the Dark, #1);A. Meredith Walters;3.95;27,137
Plato: Complete Works;Plato;4.36;9,958
Dragon Rider (Dragon Rider, #1);Cornelia Funke;3.97;80,453
Stepping Beyond Intention;Daniel Mangena;4.36;434
Whispers (The Secret Watchers, #2);Lauren Klever;4.37;71
Private Peaceful;Michael Morpurgo;4.16;23,525
Firestar's Quest (Warriors Super Edition, #1);Erin Hunter;4.33;21,606
Defiance (Defiance, #1);C.J. Redwine;3.67;27,941
Democracy in America;Alexis de Tocqueville;4.03;23,510
Providence (Providence, #1);Jamie McGuire;3.98;26,936
Jinx;Meg Cabot;3.71;25,911
One Plus One;Jojo Moyes;3.95;159,460
Shadows of Atlantis: Awakening;Mara Powers;4.35;550
Novecento. Un monologo;Alessandro Baricco;4.18;27,439
Prometheus Bound;Aeschylus;3.89;15,517
Stars Above (The Lunar Chronicles, #4.5);Marissa Meyer;4.16;79,237
The Late Mattia Pascal;Luigi Pirandello;4.03;19,956
The Gray House;Mariam Petrosyan;4.21;6,184
Hawksong (The Kiesha'ra, #1);Amelia Atwater-Rhodes;4.15;21,329
On the Banks of Plum Creek (Little House, #4);Laura Ingalls Wilder;4.20;95,465
A Job From Hell (Ancient Legends, #1);Jayde Scott;3.55;8,148
Disney After Dark (Kingdom Keepers, #1);Ridley Pearson;3.91;26,479
Full Dark, No Stars;Stephen King;4.05;103,101
Dead Men's Trousers;Irvine Welsh;3.86;4,370
Page (Protector of the Small, #2);Tamora Pierce;4.19;50,821
Every Dead Thing (Charlie Parker, #1);John Connolly;3.98;31,047
Arrow of the Mist (Arrow of the Mist, #1);Christina Mercer;4.04;423
Rumo & His Miraculous Adventures (Zamonia, #3);Walter Moers;4.49;9,733
Love, Lex (The Undergrad Years, #1);Avery Aster;3.30;1,885
Death and the Dervish;Meša Selimović;4.54;7,897
Blood and Guts in High School;Kathy Acker;3.39;5,824
Waterfall (River of Time, #1);Lisa Tawn Bergren;3.99;21,114
After We Collided (After, #2);Anna Todd;3.75;125,318
Scarlett;Alexandra Ripley;3.57;56,793
The Importance of Being Earnest and Other Plays;Oscar Wilde;4.22;50,040
Britt-Marie Was Here;Fredrik Backman;4.05;118,237
The Fyfield Plantation (Arcadia’s Children #2);Andrew R.  Williams;4.30;810
Raven's Gate (Power of Five, #1);Anthony Horowitz;3.90;24,832
Crazy Rich Asians (Crazy Rich Asians, #1);Kevin Kwan;3.87;394,512
The Queen of the Tearling (The Queen of the Tearling, #1);Erika Johansen;3.98;90,992
A Woman to Blame;Vincent Panettiere;4.39;1,222
The Place That Gave;Emem Uko;4.37;363
ثقوب في الثوب الأسود;إحسان عبد القدوس;3.96;2,016
Sandry's Book (Circle of Magic, #1);Tamora Pierce;3.97;45,129
The Long Walk: The True Story of a Trek to Freedom;Slavomir Rawicz;4.22;17,473
Delta of Venus;Anaïs Nin;3.61;20,020
Something Wonderful (Sequels, #2);Judith McNaught;4.32;27,023
The Good Soldier Švejk;Jaroslav Hašek;4.08;16,785
Hard Bitten (Chicagoland Vampires, #4);Chloe Neill;4.13;39,290
The Adoration of Jenna Fox (Jenna Fox Chronicles, #1);Mary E. Pearson;3.70;54,593
And I Darken (The Conqueror's Saga, #1);Kiersten White;3.82;50,923
Infinite Days (Vampire Queen, #1);Rebecca Maizel;3.91;9,371
Tales from a Not-So-Fabulous Life (Dork Diaries, #1);Rachel Renée Russell;4.13;77,145
Succubus Heat (Georgina Kincaid, #4);Richelle Mead;4.13;28,452
The Sluts;Dennis Cooper;3.54;3,380
I Let You Go;Clare Mackintosh;4.05;119,252
The Wall of Winnipeg and Me;Mariana Zapata;4.31;106,627
The Dark Divine (The Dark Divine, #1);Bree Despain;3.79;39,579
The Nicomachean Ethics;Aristotle;3.97;38,613
State of Fear;Michael Crichton;3.71;84,337
Père Goriot;Honoré de Balzac;3.86;49,398
The Broker;John Grisham;3.80;88,059
Death Masks (The Dresden Files, #5);Jim Butcher;4.27;129,925
Okay for Now;Gary D. Schmidt;4.22;32,737
The Promise;Chaim Potok;4.16;12,815
Please Look After Mom;Shin Kyung-sook;3.85;30,538
The Stone Diaries;Carol Shields;3.88;37,511
Dom Casmurro;Machado de Assis;4.32;25,270
Daughter of the Blood (The Black Jewels, #1);Anne Bishop;4.03;41,513
Sookie Stackhouse 8 Volume Set (Sookie Stackhouse, #1-8);Charlaine Harris;4.29;9,721
Eve (Eve, #1);Anna Carey;3.69;42,274
Darkness Visible: A Memoir of Madness;William Styron;3.95;26,873
The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1);Rachel Joyce;3.91;162,187
Love Letters to the Dead;Ava Dellaira;3.79;77,179
The Catastrophic History of You and Me;Jess Rothenberg;4.03;15,846
The Miniaturist (The Miniaturist, #1);Jessie Burton;3.61;130,135
Rich People Problems (Crazy Rich Asians, #3);Kevin Kwan;3.93;144,059
Captivated by You (Crossfire, #4);Sylvia Day;4.11;99,026
Panic (Panic, #1);Lauren Oliver;3.57;59,206
The Amityville Horror;Jay Anson;3.85;114,322
Challenger Deep;Neal Shusterman;4.14;23,570
The Tartar Steppe;Dino Buzzati;4.19;20,578
Chain of Gold (The Last Hours, #1);Cassandra Clare;4.45;64,920
Everlasting (The Immortals, #6);Alyson Noel;3.91;45,417
Percy Jackson's Greek Heroes;Rick Riordan;4.47;33,262
This Is How You Lose the Time War;Amal El-Mohtar;3.96;71,779
Forever, Christian;Tina Traverse;4.49;67
You Really Are Full of Shit, Aren't You?;Karl Wiggins;4.14;174
حوار مع صديقي الملحد;مصطفى محمود;3.89;32,292
Checkmate (The Lymond Chronicles, #6);Dorothy Dunnett;4.70;3,402
Lila: An Inquiry Into Morals (Phaedrus, #2);Robert M. Pirsig;3.80;6,441
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families;Philip Gourevitch;4.14;34,488
Calico Jack in your Garden;Karl Wiggins;4.19;187
Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead;Fyodor Dostoevsky;4.18;74,865
A Curse So Dark and Lonely (Cursebreakers, #1);Brigid Kemmerer;4.07;92,825
Little Big Man;Thomas Berger;4.26;7,368
The Devouring (The Devouring, #1);Simon Holt;3.93;7,774
A Beautiful Mind;Sylvia Nasar;4.12;129,246
Mein Kampf;Adolf Hitler;3.19;39,142
La vida es sueño;Pedro Calderón de la Barca;3.92;19,493
Stone Butch Blues;Leslie Feinberg;4.39;20,720
L.A. Confidential (L.A. Quartet, #3);James Ellroy;4.16;36,154
The Chocolate War (Chocolate War, #1);Robert Cormier;3.50;45,906
Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1);J.K. Rowling;4.62;156,745
The Girl in the Spider's Web (Millennium, #4);David Lagercrantz;3.77;152,969
Rock Chick (Rock Chick, #1);Kristen Ashley;4.17;55,332
Mio, My Son;Astrid Lindgren;4.12;11,332
The Trapped Girl (Tracy Crosswhite, #4);Robert Dugoni;4.34;47,391
Night Fall (John Corey, #3);Nelson DeMille;4.07;34,067
Girl Online (Girl Online, #1);Zoe Sugg;3.68;58,345
Dark Days (Skulduggery Pleasant, #4);Derek Landy;4.43;19,589
The Power of the Dog (Power of the Dog #1);Don Winslow;4.35;34,574
شيكاجو;Alaa Al Aswany;3.42;21,539
The Silent Wife;A.S.A. Harrison;3.32;107,785
The Caves of Steel (Robot #1);Isaac Asimov;4.18;85,254
The Bonehunters (Malazan Book of the Fallen, #6);Steven Erikson;4.46;33,616
The Body Reader (Detective Jude Fontaine Mysteries, #1);Anne Frasier;4.19;33,695
The Beginning of Everything;Robyn Schneider;3.75;54,653
Laskar Pelangi (Tetralogi Laskar Pelangi, #1);Andrea Hirata;4.22;27,112
Savvy (Savvy, #1);Ingrid Law;3.98;46,174
Déjà Dead (Temperance Brennan, #1);Kathy Reichs;3.86;150,073
The Dark Half;Stephen King;3.79;131,368
Wise Blood;Flannery O'Connor;3.85;28,308
My Utmost for His Highest;Oswald Chambers;4.34;72,824
Passionate Intention;Belinda Vale;4.46;605
Cosmicomics;Italo Calvino;4.19;16,054
"Brimstone (Pendergast, #5; Diogenes, #1)";Douglas Preston;4.13;38,488
Zero to One: Notes on Startups, or How to Build the Future;Peter Thiel;4.17;252,272
Big Magic: Creative Living Beyond Fear;Elizabeth Gilbert;3.93;177,827
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI;David Grann;4.06;162,103
From Russia With Love (James Bond, #5);Ian Fleming;3.92;37,034
Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3);Jenny Han;4.06;190,080
التائهون;Amin Maalouf;4.14;7,249
Assassin's Quest (Farseer Trilogy, #3);Robin Hobb;4.17;132,611
Lucky Jim;Kingsley Amis;3.75;27,822
La tregua;Mario Benedetti;4.20;24,589
1Q84 Book 1 (1Q84, #1);Haruki Murakami;4.01;54,069
My Dark Vanessa;Kate Elizabeth Russell;4.06;165,107
The Luxe (Luxe, #1);Anna Godbersen;3.64;74,867
Nostromo;Joseph Conrad;3.82;15,854
Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5);Rick Riordan;4.60;30,825
Jasper Jones;Craig Silvey;4.10;30,474
The Vegetarian;Han Kang;3.59;111,208
Know My Name;Chanel Miller;4.71;107,177
Sloppy Firsts (Jessica Darling, #1);Megan McCafferty;3.95;35,163
Touch the Dark (Cassandra Palmer, #1);Karen Chance;3.71;36,686
Saving Francesca;Melina Marchetta;3.97;32,023
The Devil's Star (Harry Hole, #5);Jo Nesbø;4.04;69,294
Five Quarters of the Orange;Joanne Harris;3.86;33,451
Goddess of Spring (Goddess Summoning, #2);P.C. Cast;4.20;9,934
To Kill a Kingdom;Alexandra Christo;3.85;98,456
Terrier (Beka Cooper, #1);Tamora Pierce;4.09;73,462
Brokeback Mountain;Annie Proulx;3.96;33,437
And Quiet Flows the Don;Mikhail Sholokhov;4.09;12,303
The Intelligent Investor;Benjamin Graham;4.22;103,118
Phantoms;Dean Koontz;3.95;68,035
In the Night Garden (The Orphan's Tales, #1);Catherynne M. Valente;3.86;11,883
The Lover's Dictionary;David Levithan;3.88;44,308
The First Phone Call from Heaven;Mitch Albom;3.76;57,953
The Last Star (The 5th Wave, #3);Rick Yancey;3.63;65,776
Bite Club (The Morganville Vampires, #10);Rachel Caine;4.21;29,706
Happy Halloween;Othen Donald Dale Cummings;4.70;53
Out of the Silent Planet (The Space Trilogy, #1);C.S. Lewis;3.91;85,028
The City and the Stars;Arthur C. Clarke;4.07;31,815
Pattern Recognition (Blue Ant, #1);William Gibson;3.84;52,050
Death Note Box Set;Tsugumi Ohba;4.53;4,280
Rivers of London (Rivers of London, #1);Ben Aaronovitch;3.85;113,747
Motorcycle Man (Dream Man, #4);Kristen Ashley;4.39;54,814
"The Book of the Dead (Pendergast, #7; Diogenes, #3)";Douglas Preston;4.14;35,633
You Will Know Me;Megan Abbott;3.46;42,134
Lincoln in the Bardo;George Saunders;3.75;136,696
Chainfire (Sword of Truth, #9);Terry Goodkind;3.92;53,882
The Siren;Kiera Cass;3.73;68,696
Naked (The Blackstone Affair, #1);Raine Miller;4.01;72,975
Consider Phlebas (Culture, #1);Iain M. Banks;3.86;81,456
The Faraway Tree Stories (The Faraway Tree #1-3);Enid Blyton;4.30;14,989
Inside Out (Insider, #1);Maria V. Snyder;3.82;23,840
Mason & Dixon;Thomas Pynchon;4.09;9,894
The Ragged Edge of Night;Olivia Hawker;4.12;46,437
The Crown Conspiracy (The Riyria Revelations, #1);Michael J. Sullivan;4.19;20,452
Only Time Will Tell (The Clifton Chronicles, #1);Jeffrey Archer;4.08;81,935
The Great Santini;Pat Conroy;4.15;30,745
Effacement;Hieronymus Hawkes;4.30;1,129
The Zombie Survival Guide: Complete Protection from the Living Dead;Max Brooks;3.85;100,450
White Cat (Curse Workers, #1);Holly Black;3.78;49,015
Breathe (Sea Breeze, #1);Abbi Glines;3.86;81,844
Left to Tell: Discovering God Amidst the Rwandan Holocaust;Immaculée Ilibagiza;4.37;42,616
Flow: The Psychology of Optimal Experience;Mihaly Csikszentmihalyi;4.07;67,741
Vanish (Firelight, #2);Sophie Jordan;3.92;31,654
The End of Mr. Y;Scarlett Thomas;3.78;15,948
Not Without My Daughter;Betty Mahmoody;4.09;30,651
The Story of a New Name (The Neapolitan Novels #2);Elena Ferrante;4.41;128,788
Surviving Chaos: How I Found Peace at A Beach Bar;Harold Phifer;4.29;8,399
